start_name,start_loc_lat,start_loc_lon,end_name,end_loc_lat,end_loc_lon
Lake in the Hills Airport,-88.3229980469,42.2067985535,Jackson Seaplane Base,-88.3523025513,42.2366981506
Louisiana State Police Headquarters Heliport,-91.1060028076,30.4482002258,Transcontinental Gas Pipeline Corp Heliport,-91.113998,30.462999
Lorden Heliport,-71.1243972778,42.8153991699,Goddard Field (Airport),-71.1391983032,42.8097991943
Woodstock Airport,-75.8110961914,39.4883995056,Chesapeake City Heliport,-75.8214035034,39.5181007385
Central Maine Airport of Norridgewock,-69.86650085,44.71549988,Beech Hill Airport,-69.8938980103,44.6666984558
Erch Heliport,-84.6585998535,42.4956016541,Rapids Airway Airport,-84.6283035278,42.5345001221
Waskish Municipal Airport,-94.5168991089,48.1540985107,Northome Municipal Airport,-94.2501983643,47.8916015625
Barron Aviation Airport,-91.582901001,39.4005012512,Schlemmer Airport,-91.6501998901,39.2594985962
Rollang Field,-90.8459014893,32.9542999268,Nick's Flying Service Inc Airport,-90.8373031616,32.9396018982
Jordan Airport,-106.95300293,47.3288002014,Sand Springs Strip,-107.5029983521,47.1041984558
Cox Airport,-78.859703064,35.7518005371,Apex Healthplex Heliport,-78.872222,35.747222
Lierley Farms Airport,-101.3679962158,41.0666999817,Holzfaster's Airport,-101.4469985962,40.9991989136
Coombs Airport,-75.2185974121,39.5606002808,"Inspira Medical Center, Inc / Elmer Hospital Heliport",-75.1815278,39.589188
Heritage Airport,-115.6309967041,35.7757987976,Kingston Ranch Airport,-115.665000916,35.7555007935
Columbia County Airport,-73.7102966309,42.2913017273,Kline Kill Airport,-73.6371002197,42.3501014709
Teufel'S Heliport,-123.084528,45.531417,Teufel Heliport,-123.085556,45.530833
Freedom Air Field,-81.1704025269,41.2338981628,Bossow Airport,-81.100701,41.2477
Stillwater Regional Airport,-97.0857009888,36.1612014771,Hilltop Airport,-97.0906982422,36.1934013367
Kinzua Airport,-120.0530014038,44.9999008179,Collins Landing Strip,-120.200996399,44.7499008179
Philadelphia International Airport,-75.2410964966,39.8718986511,S & C Distribution Center Heliport,-75.2287979126,39.8792991638
Exton Heliport,-75.6362991333,40.018699646,Strawbridge & Clothier Exton Heliport,-75.63021,40.0306619
Williamsport Airpark,-82.5675964355,34.8646011353,Emergency Helipad,-82.6069030762,34.8405990601
Cheyenne Eagle Butte Airport,-101.2509995,44.9844017,Cheyenne River Health Center Heliport,-101.243011,44.993124
Brackenridge Hospital Heliport,-97.7341995239,30.2737998962,Dell Seton Medical Center Heliport,-97.734388,30.27575
Medical Center Heliport,-95.3927002,29.70750046,Veterans Affairs Medical Center Heliport,-95.3873977661,29.7001991272
Tommy's Field Airport,-82.6325,36.150833,Shelton Laurel Lil National Airport,-82.70330048,35.97890091
Green Airport,-97.6694030762,30.5960006714,Tri-Modal Air Park,-97.7225036621,30.5918998718
Wildcat Canyon Airport,-97.3628005981,31.6788005829,Pocock Airport,-97.3688964844,31.7322006226
Shonto Airport,-110.6549987793,36.5881004333,Peabody Bedard Field,-110.4179992676,36.471698761
Norwood Junction Heliport,-106.283996582,38.0999984741,Saguache Municipal Airport,-106.1743889,38.0990833
Clinchfield Heliport,-82.0634994507,36.9057006836,Russell County Medical Center Heliport,-82.078,36.898
Woods Farm Airstrip,-77.3024978638,37.7150993347,Manquin Flight Park Ultralightport,-77.2117996216,37.7144012451
Catamount Airfield,-72.3506011963,44.3903999329,Lightning Bolt Field Airport,-72.2636032104,44.4011001587
Bush Field,-92.988253,46.036072,Grindstone Lake Seaplane Base,-93.0029983521,46.1333007812
Mullan Hill Airport,-117.413001,47.5546,Ox Meadows Airport,-117.43699646,47.5817985535
Winfield Airport,-88.0279006958,42.5222015381,Dutch Gap Airstrip,-88.0167007446,42.523399353
Christensen Field,-119.5899963379,46.9207000732,Stillwater Creek Airport,-119.641667,46.963889
University Hospital Heliport,-79.9580993652,39.650100708,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,-79.9561111111,39.6536111111
Southwest Custom Aircraft Heliport,-97.1832962036,32.5867996216,Napiers Heliport,-97.1425018311,32.5820999146
Jim's Landing Airport,-149.190991,61.6166,Wasilla Creek Airpark,-149.1880035,61.66830063
Cairns AAF (Fort Rucker) Air Field,-85.71340179,31.27569962,Allen Stagefield Army Heliport,-85.6496963501,31.2311992645
McAlister Airpark,-93.607222,36.162222,Smith Heliport,-93.5782012939,36.2239990234
Yuma MCAS/Yuma International Airport,-114.6060028,32.65660095,Yuma Auxiliary AAF #2,-114.511383,32.548984
St. Leonard (Cyr) Airport,-67.9000015259,47.1833343506,St Leonard Airport,-67.8347015381,47.1575012207
Station 125 Heliport,-118.6979980469,34.1502990723,Lost Hills Sheriff's Station Heliport,-118.713996887,34.1377983093
Angwin Parrett Field,-122.4349975586,38.5784988403,Pope Valley Airport,-122.39099884,38.6106987
Frontier Airstrip,-104.9820023,40.21250153,Ag-Air Inc Heliport,-104.9759979248,40.2055015564
Northfield Heliport,-73.1156997681,41.7237014771,O And G Heliport,-73.1162033081,41.7737007141
Ellis Agricultural Field,-86.302696228,30.9654998779,Forlala Hospital Helipad,-86.313655,31.000911
Intra Coastal Police Sub-Station Heliport,-80.1498031616,25.9169998169,Aventura Heliport,-80.1391983032,25.960899353
Immokalee Regional Airport,-81.40100098,26.43320084,Hendry Correctional Institution Airport,-81.2273025513,26.3097991943
Marion County Airport,-84.5035018921,32.2823982239,Marion Hospital Heliport,-84.5262985229,32.3288002014
Harris Field,-93.20829773,43.23559952,Spotts Field,-93.0682983398,43.1375007629
Shearer US Forest Service Airport,-114.841003,45.9916,Moose Creek /US Forest Service/ Airport,-114.927001953,46.1208000183
Valhalla Airport,-84.991897583,41.0023002625,Reichhart Airport,-84.9972000122,41.0287017822
Hawker Airport,-88.0167007446,41.2000007629,Classic Landings Airport,-88.0167007446,41.1567001343
Helton Heliport,-86.5207977295,39.6144981384,Cooper Airport,-86.5042037964,39.641998291
Mc Coy Airport,-89.2089996338,39.7000007629,Mc Christy Airport,-89.1445007324,39.6431007385
Bob Faler Airport,-95.9002990723,37.3000984192,Bonner Field,-95.9169006348,37.4333992004
Kitty Hawk Farm Ultralightport,-84.381401062,37.6192016602,Madison Airport,-84.33229828,37.63079834
Oliair Airport,-91.7198861,32.2561056,Greg's Flying Service Airport,-91.6977996826,32.2653007507
Adventist Hinsdale Hospital Heliport,-87.9216361,41.8053444,Amita Health Medical Center La Grange Heliport,-87.887281,41.79699
St Francis Cabrini Hospital Heliport,-92.4626998901,31.2840995789,Grass Roots Airport,-92.4757995605,31.252199173
Pauls Valley Municipal Airport,-97.22319794,34.71110153,Pauls Valley State School Heliport,-97.2114028931,34.6916999817
Grandview Farm Heliport,-70.867401123,42.7342987061,Bentley Heliport,-70.9123001099,42.6912002563
Breezecroft Seaplane Base,-76.2069015503,39.2555999756,Pond View Private Airport,-76.1872024536,39.2667999268
Machias Valley Airport,-67.4785995483,44.7030982971,Cutler Regional Airport,-67.264397,44.679901
Pike Field Airport,-92.4167022705,47.6519012451,Northern Pines Medical Center Heliport,-92.2302778,47.5175001
Penman Airport,-89.6280975342,36.4505996704,County Memorial Airport,-89.59970093,36.53530121
Adjutant General Office Heliport,-90.1664962769,32.3242988586,Flowood Industrial STOLport,-90.1436004639,32.3156013489
Bear Pen Airport,-78.3380966187,34.1251983643,Brunswick Community Hospital Heliport,-78.2911,34.008099
Glaser Airport,-98.3025970459,41.6871986389,Albion Municipal Airport,-98.0558013916,41.7285995483
Propwash Airport,-70.9353027344,42.9169006348,Stumpfield Heliport,-70.9514007568,42.9239006042
Newport Helistop,-74.0296020508,40.7244987488,Paulus Hook Pier Heliport,-74.03150177,40.7140007019
Border Line Farm Airport,-114.053472,39.102239,Baker Ranches Airport,-114.088219,39.0311
Richland Airpark,-76.032997,43.5667,Oswego County At Pulaski Heliport,-76.0902023315,43.5519981384
Crocker Airport,-81.9489974976,41.2822990417,Dorlon Airpark,-81.962600708,41.2883987427
The Highlands Airport,-97.608704,35.799999,Chuck's Private Airstrip,-97.671224,35.840165999999996
Enterprise Municipal Airport,-117.2649993896,45.4249000549,Joseph State Airport,-117.253997803,45.3596000671
Core States - 1st Pa Heliport,-75.1912994385,39.9584007263,Philadelphia Market Street Heliport,-75.1781997681,39.9547996521
Anzio Heliport,-76.8163986206,40.2806015015,State Police Area Iii Heliport,-76.858001709,40.3000984192
Beers Farm Airport,-77.9206008911,40.2300987244,Huntingdon County Airport,-77.862478,40.329182
Bero Field,-123.279999,45.802601,Stevens Mountain Airport,-123.2320022583,45.7892990112
Mario's Flying Pizza Airport,-96.2927017212,29.7476997375,Renz Ranch Airport,-96.3094024658,29.7194004059
4BH Heliport,-97.7733001709,30.7187995911,Hilde-Griff Field,-97.7913970947,30.7220993042
Covington Municipal Airport,-89.5871963501,35.5834007263,Thurmond Glenn Field,-89.552903,35.556998
Drop Field,-97.3460998535,33.1250991821,Dew Drop Airport,-97.3585968018,33.1292991638
Grand Valley Lands Airport,-97.4002990723,32.2335014343,Lowell Smith Jr Airport,-97.380849,32.233481
San Luis Valley Regional Bergman Field,-105.866997,37.434898,Blanca Airport,-105.5520019531,37.4110984802
Big Buffalo Airstrip,-78.4496994019,37.2835006714,Farmville Regional Airport,-78.43779755,37.35749817
Franklin County State Airport,-73.09750366,44.94029999,Enosburg Falls Armory Heliport,-72.8050994873,44.913898468
Multicare Deaconess Hospital Heliport,-117.424477,47.651637,Holy Family Hospital Heliport,-117.4069976807,47.7103996277
Johnstown Center Airport,-88.8404006958,42.6888999939,Ames Private Airport,-88.7459030151,42.6511001587
Zema Private Airport,-117.93800354,48.6446990967,Flat Creek Field,-118.0475,48.702222
Beech Creek Airport,-91.628304,33.182499,Johnson Memorial Airport,-91.5431976318,33.0792999268
New York Mills Municipal Airport,-95.3375015259,46.5022010803,Hintzman Private Airport,-95.354874,46.65098
June Lake Seaplane Base,-149.569167,61.63,June Lake Airpark,-149.575331,61.627619
Stinson Stagefield Army Heliport,-86.0137023926,31.3607997894,Brown Stagefield Army Heliport,-85.9723968506,31.3883991241
Diamond Bluff Airport,-92.1967010498,35.5032997131,Bondair Airport,-92.1848983765,35.5444984436
Chandler Municipal Airport,-111.810997,33.2691,Jeppesen Ranch Heliport,-111.8529968262,33.2276000977
Lucky Airport,-68.808365,44.904288,Lucky Landing Marina and Seaplane Base,-68.8050003052,44.9070014954
Barstow Daggett Airport,-116.7870026,34.85369873,Harvard Airport,-116.6750030518,34.9617004395
Mountain Valley Airport,-118.422996521,35.1011009216,Tehachapi Municipal Airport,-118.4390029907,35.1349983215
Wine Glass International Airport,-103.6579971313,37.6363983154,Jecan Airport,-103.6910018921,37.3875007629
FPL Jupiter West Office Complex Heliport,-80.3003471,26.907,William P Gwinn Airport,-80.3289031982,26.9083995819
Tex Merritt Private Airstrip,-81.9180984497,28.6678009033,Grass Roots Airpark,-81.8850021362,28.6417007446
Clearwater Air Park,-82.7586975098,27.9766998291,Johnson Heliport,-82.7186965942,27.9869995117
Stone Mountain Park Skylift Heliport,-84.1408004761,33.8130989075,Stone Mountain Park Public Safety Heliport,-84.150556,33.818889
French Lick Municipal Airport,-86.6369018555,38.5061988831,Patoka Reservoir Landing Area Seaplane Base,-86.6911010742,38.4333992004
Amana Airport,-91.8647994995,41.793598175,Weiss Airport,-91.959602356,41.6472015381
Black'S Airfield,-116.326417,43.471383,Larkin Airport,-116.3590011597,43.4626998901
Earlville Airport,-88.9478988647,41.5670013428,B & C Airport,-88.967300415,41.5928001404
Austin Air Ads Airport,-87.368102,39.2181,Ellis Fly-In Airport,-87.3035964966,39.2827987671
Sinele's Sunset Strip,-91.2918014526,40.579498291,Sinele Strip,-91.2742996216,40.5463981628
Kake Helistop,-97.3883972168,37.7103004456,Riverside Hospital Airlift Heliport,-97.3724975586,37.6958007812
Julian Carroll Airport,-83.3172988892,37.5938987732,West Liberty Airport,-83.2520980835,37.9145011902
Air Logistics (Belle Chasse) Heliport,-90.0439987183,29.8409996033,New Orleans NAS JRB/Alvin Callender Field,-90.03500366,29.82530022
Oakfield RLA Airport,-88.570278,41.846387,Hammersmith Heliport,-88.496901,41.8736
Riverbend Heliport,-91.3386001587,30.7609004974,West Feliciana Parish Hospital Heliport,-91.3653030396,30.7847003937
Pepperell Airport,-71.5501022339,42.6962013245,The Barn Heliport,-71.6090011597,42.6906013489
Pier 7 Heliport,-76.571667,39.272222,Pier 7 Heliport,-76.5717010498,39.2722015381
Bethel Regional Airport,-70.809896,44.425201,Barker Heliport,-70.844275,44.415247
Jackson County Reynolds Field,-84.4593963623,42.2597999573,Williams Field,-84.4247970581,42.3610992432
Virginia Regional Hospital Heliport,-92.548056,47.531389,Stahlberg-Mohr Airport,-92.6448974609,47.4485015869
Hancock Airport,-94.8700027466,39.1819000244,Providence Medical Center Heliport,-94.7876968384,39.1268997192
Shelby Airport,-111.871002197,48.5406990051,Hellinger Airport,-111.4970016479,48.5382995605
Phillipsburg Landing Heliport,-74.365167,41.432333,Randall Airport,-74.3916015625,41.4319992065
Southern Comforts Aerodrome,-78.9655990601,34.8712997437,Tailwinds Airport,-78.9302978516,34.8274993896
Glen Ullin Regional Airport,-101.8600006104,46.8128013611,Chase Airstrip,-102.0090026855,46.9127998352
Saint Mary's Community Hospital Heliport,-95.863608,40.656272,Nebraska City Municipal Airport,-95.86569977,40.60689926
Stumpfield Heliport,-70.9514007568,42.9239006042,Propwash Airport,-70.9353027344,42.9169006348
Cherry Hill Inn Heliport,-75.0329971313,39.9333992004,C and T Helistop,-75.0495986938,39.9500999451
Baker Ranches Airport,-114.088219,39.0311,Garrison Airport,-114.0370025635,38.9649009705
Skaneateles Aero Drome Airport,-76.4408035278,42.9140014648,Murphy Field,-76.4452972412,42.8428001404
Northside & Tod Children's Hospital Heliport,-80.6503982544,41.0992012024,Saint Elizabeth Medical Center Heliport,-80.6569976807,41.1147994995
Riceland Aerodrome,-80.5897979736,41.6039009094,Hal Joy Airfield,-80.5912017822,41.5097999573
Stone Airport,-84.4166030884,39.7700996399,Green Acres Airport,-84.3822021484,39.7347984314
Grand Lake Regional Airport,-94.8619003296,36.5775985718,Teramiranda Airport,-94.8724975586,36.6083984375
Teufel Heliport,-123.085556,45.530833,Teufel'S Heliport,-123.084528,45.531417
Reiss Game Farm Airport,-78.3155975342,42.1166992188,Freefall Oz Airport,-78.258102417,42.0083999634
Yingst Airport,-76.7457962036,40.3958015442,Air One Enterprise Heliport,-76.7325973511,40.3664016724
Allegheny County Airport,-79.9301986694,40.3544006348,Jefferson Hospital Heliport,-79.934034586,40.3181870077
Traylor Tick Farm Airport,-96.3071975708,29.9724006653,Grawunder Field,-96.2461013794,29.9419002533
Hamilton Field,-97.2337036133,37.5606002808,Olson Aerodrome,-97.1984024048,37.523601532
Wolfe Field,-97.1713027954,30.9115009308,Isbell Ranch Airport,-97.2739028931,30.8085002899
Cleveland Municipal Airport,-95.0080032349,30.3563995361,Ainsworth Airport,-95.0269012451,30.3127002716
R & S Buzzard Airport,-86.896697998,35.676700592,Shultz Airport,-86.8135986328,35.7489013672
Dow Ranch Airport,-96.177127,32.010311,Roscoe Mc Connico Airport,-96.179101,32.120701
Biggin Hill Airport,-95.8600006104,30.1182994843,Ken Ada Ranch Airport,-95.9001998901,30.1308002472
Shenandoah Valley Regional Airport,-78.8964004517,38.2638015747,Mount Horeb Field,-78.8553009033,38.2490005493
Sky Meadows Airpark,-117.1809997559,47.6085014343,N A Degerstrom Yard Heliport,-117.1979980469,47.6862983704
Geo Jensen Airport,-92.366402,45.6451,Young Private Airport,-92.4502029419,45.6627006531
Flying B Airport,-122.6009979248,46.8776016235,Taylor Airport,-122.6699981689,46.8975982666
Smither Field,-97.0927963257,33.3097000122,Hartlee Field,-97.0710983276,33.2685012817
Itzen Air Strip,-96.2155990601,45.7633018494,Herman Municipal Airport,-96.1605987549,45.8300018311
Nancy Lake Seaplane Base,-149.9799957275,61.6850013733,Pan Lake Strip Airport,-149.9549028,61.6959639
Fairlane Airport,-85.9931030273,31.1049995422,Logan Field,-86.0622024536,31.1028003693
St Anthony's Medical Center Heliport,-92.7220993042,35.1675987244,Morrilton Municipal Airport,-92.7135009766,35.1361999512
John C. Lincoln Helistop,-112.0711593628,33.5695037842,John C Lincoln Hospital Heliport,-112.0690002441,33.5666999817
Philbrick Mountain Airport,-68.6325,44.635278,Peasley Field,-68.474403,44.742469
Taft Kern County Airport,-119.4410018921,35.1411018372,Elk Hills Buttonwillow Airport,-119.4789962769,35.3526992798
Williams Ag Airport,-121.763427,39.427188,Jones/Ag-Viation Airport,-121.6959991455,39.4595985413
Herrick Airport,-104.34315,39.2793,Chaparral Airport,-104.2580032349,39.4640007019
Gardner Lake Airport,-72.2436981201,41.5082015991,Gager Field,-72.197303772,41.5644989014
Fasel Field,-82.676902771,43.057800293,Avoca Airport,-82.6694030762,43.0299987793
Motorsports Complex Vip Heliport,-80.4100036621,25.448600769,Motorsports Complex Ems Heliport,-80.4113998413,25.4535999298
Madison County Airport,-83.3109970093,30.4473991394,Flying G Ranch STOLport,-83.283796,30.417999
Page Field,-81.8632965088,26.58659935,Southwest Florida Regional Medical Center Heliport,-81.8594970703,26.6054000854
Sunset Strip,-83.8188018799,33.7333984375,Spring Valley Farm Airport,-83.8513031006,33.7971000671
Bloomington Hospital Heliport,-86.541389,39.160556,Monroe County Airport,-86.6166992188,39.1459999084
Albion Municipal Airport,-113.5603,42.4007,Interstate Airport,-113.3050003052,42.2781982422
North Vernon Airport,-85.6053009,39.04560089,Brush Creek Airport,-85.515296936,39.04529953
Williams Heliport,-85.9167022705,39.5647010803,Gray Airport,-85.9139022827,39.5736999512
